customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias
0674-eyyzv,No,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,1.8216666666666665
0674-gcdxg,No,Male,0,No,No,63,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,2.396666666666667
0675-ncdyu,No,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,3.8800000000000003
0678-rlhvp,No,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,3.518333333333333
0679-idstg,Yes,Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,2.308333333333333
0679-tdgak,No,Male,0,Yes,Yes,50,Yes,No,Dsl,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,2.5166666666666666
0680-dfnny,Yes,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,3.3699999999999997
0682-usixd,No,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,2.868333333333333
0684-aosih,Yes,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,3.1666666666666665
0685-mlyym,Yes,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,2.3583333333333334
0687-zvthb,Yes,Male,0,Yes,Yes,65,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,2.415
0689-dsxgl,No,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,2.86
0689-nkylf,Yes,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,2.7733333333333334
0690-srqid,No,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,67.55,0.6549999999999999
0691-ifbqw,Yes,Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,3.6666666666666665
0691-jvsya,Yes,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,3.1616666666666666
0691-nikri,No,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,3.5316666666666667
0696-uktox,No,Male,0,No,Yes,23,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,1.805
0697-zmsws,Yes,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,2.855
0699-ndkjm,No,Female,0,Yes,No,57,No,No phone service,Dsl,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,1.9583333333333333
0701-rfgfi,No,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,3.18
0701-tjsef,No,Male,0,No,No,9,Yes,No,Dsl,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,2.275
0702-pgibz,Yes,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,3.39
0704-vcumb,No,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,0.675
0707-hovvn,No,Female,1,No,No,70,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,2.5166666666666666
0708-lgsmf,No,Male,0,Yes,No,13,Yes,Yes,Dsl,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,2.195
0708-sjdis,No,Female,0,No,No,34,Yes,Yes,Dsl,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,2.1666666666666665
0709-tvgur,Yes,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,2.485
0716-bqndx,No,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,5625.55,3.125
0719-syfrb,Yes,Female,0,No,No,12,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,2.055
0722-svsfk,No,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,3.3466666666666667
0722-troqr,Yes,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,2.496666666666667
0723-drclg,Yes,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,74.45,2.481666666666667
0723-fdlay,No,Male,0,No,No,44,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.25,3704.15,2.841666666666667
0723-vsobe,No,Female,1,No,No,45,No,No phone service,Dsl,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,1.1400000000000001
0725-cxotm,No,Female,0,No,No,36,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,2.9883333333333337
0727-bmplr,Yes,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,3.3333333333333335
0727-bnrlg,No,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55,3.2550000000000003
0727-iwkvk,Yes,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,2.6633333333333336
0730-bgqgf,No,Male,0,Yes,Yes,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,3.01
0730-koave,No,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,3.143333333333333
0731-ebjqb,No,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,0.6799999999999999
0732-ocqoc,No,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,0.8350000000000001
0733-vunuw,Yes,Male,0,No,No,24,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,1.855
0734-oxwbt,No,Male,0,No,Yes,3,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,2.356666666666667
0739-uuajr,No,Female,0,Yes,Yes,72,No,No phone service,Dsl,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,1.7933333333333332
0742-lafqk,No,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,3.305
0742-moabm,Yes,Male,0,Yes,No,4,Yes,No,Dsl,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,1.6683333333333332
0742-nxbgr,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,2.743333333333333
0743-hnpfg,No,Female,0,Yes,Yes,51,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,2.325
0743-hrvff,No,Female,0,Yes,Yes,51,No,No phone service,Dsl,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,1.8716666666666666
0744-bikkf,No,Male,0,No,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,2.8883333333333336
0744-gknge,No,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,2.893333333333333
0746-jtrfu,Yes,Male,0,No,No,2,No,No phone service,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,0.8350000000000001
0748-rdggm,Yes,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,3.65
0749-irgqe,No,Female,1,Yes,No,13,No,No phone service,Dsl,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,1.51
0750-ebaiu,No,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,3.0416666666666665
0750-ekngl,No,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,0.6916666666666667
0754-eebdc,No,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,0.6633333333333333
0754-ukwqp,Yes,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,3.195
0756-mpzrl,No,Male,0,No,No,46,No,No phone service,Dsl,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,1.1233333333333335
0757-wcuuz,No,Male,0,Yes,Yes,54,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,2.111666666666667
0761-aetcs,Yes,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.3,19.3,0.6433333333333333
0769-murvm,No,Female,0,Yes,Yes,72,No,No phone service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,2.19
0771-chwsk,No,Male,0,No,No,66,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,2.4866666666666664
0771-wlcla,No,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,3.765
0772-gyeqq,Yes,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,2.945
0774-ifuvm,No,Male,0,Yes,Yes,11,Yes,Yes,Dsl,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,2.171666666666667
0774-rmnuw,No,Female,0,Yes,Yes,71,No,No phone service,Dsl,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,1.99
0778-nella,Yes,Male,0,No,No,9,No,No phone service,Dsl,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,1.1566666666666667
0780-xnzfn,No,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1125.6,0.6883333333333332
0781-lkxbr,Yes,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,3.35
0784-gtuuk,No,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.75,1446.8,0.7916666666666666
0784-zqjzx,No,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1529.65,0.6633333333333333
0786-ivlaw,No,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,3.603333333333333
0786-vssud,Yes,Male,1,No,No,16,No,No phone service,Dsl,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,679.85,1.3
0787-lhdyt,No,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,330.25,0.6866666666666668
0788-dxbfy,No,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0.6516666666666667
0793-tweln,No,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,319.85,2.671666666666667
0794-yvsge,No,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,0.6766666666666666
0795-gmvqo,No,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,3.6633333333333336
0795-lafgp,No,Male,0,Yes,Yes,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,3.0133333333333336
0795-xccte,No,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1809.35,0.8466666666666666
0799-ddihe,No,Female,0,Yes,Yes,15,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,1.5433333333333332
0804-xbfbv,No,Female,0,No,Yes,11,No,No phone service,Dsl,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,0.84
0804-ygeqv,No,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,993.15,0.815
0807-zabdg,Yes,Female,0,No,Yes,3,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,1.8366666666666667
0810-bdhaw,No,Female,0,Yes,Yes,24,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,2.6133333333333337
0810-dhdbd,No,Female,0,No,No,52,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,2.466666666666667
0811-gsdtp,No,Female,0,No,Yes,13,No,No phone service,Dsl,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,1.005
0812-wuptb,Yes,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,2.3616666666666664
0813-taxxs,No,Male,0,No,No,55,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,2.5933333333333333
0815-mfzgm,No,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,3.3
0816-tsphq,No,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,0.6916666666666667
0817-hsuse,No,Male,0,No,No,1,Yes,No,Dsl,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,2.5166666666666666
0818-ocpzo,Yes,Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,2122.05,2.7150000000000003
0820-fnrnx,No,Male,0,Yes,Yes,17,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,2.2233333333333336
0822-gavap,Yes,Female,0,No,No,2,No,No phone service,Dsl,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,1.1566666666666667
0822-qgcxa,No,Female,1,Yes,No,27,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,2.795
0823-hscdj,Yes,Male,1,No,No,52,No,No phone service,Dsl,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,1.6383333333333332
0824-vwdpo,No,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,4442.75,3.225
0825-cppqh,No,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,0.6366666666666667
0827-itjph,No,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.55,689.0,0.6183333333333334
0829-ddvlk,No,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,0.67
0829-xxplx,No,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,2.98
0831-jnisg,No,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,0.66
0835-duuiq,No,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,0.7016666666666667
0835-jkadz,No,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,3.7083333333333335
0836-seylu,Yes,Male,0,Yes,No,9,No,No phone service,Dsl,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,1.355
0839-jtcud,No,Female,0,Yes,Yes,66,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,2.996666666666667
0839-qnxme,No,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,0.6466666666666666
0840-dcnze,No,Male,0,No,No,47,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,2.8983333333333334
0840-dfezh,No,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,2.5116666666666663
0841-nulxi,Yes,Male,0,No,No,1,No,No phone service,Dsl,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,1.1849999999999998
0842-iwycp,No,Female,0,No,No,46,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,1.4983333333333335
0843-wtbxe,Yes,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,2.8483333333333336
0847-hgrml,No,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,1250.1,0.6666666666666666
0848-somko,No,Male,0,No,No,70,No,No phone service,Dsl,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.4,3442.8,1.6133333333333333
0848-zgqij,No,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,3.1550000000000002
0851-dfjkb,No,Female,0,No,No,15,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,1.965
0853-nwifk,No,Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,3.3433333333333333
0853-twrvk,No,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,3.52
0854-uyhzd,No,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,0.6516666666666667
0856-naoes,No,Male,0,No,No,6,Yes,No,Dsl,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,414.1,2.03
0859-ygkfw,No,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,0.6683333333333333
0862-prcbs,No,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,3.4583333333333335
0864-fvjnj,No,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,3.7783333333333333
0866-qlsir,Yes,Female,0,No,No,34,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,2.146666666666667
0867-ldttc,No,Male,0,No,No,5,Yes,No,Dsl,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,2.5050000000000003
0867-mkzvy,Yes,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,2.746666666666667
0868-vjrdr,No,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,3.4683333333333333
0869-paprp,No,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,2.856666666666667
0870-vemyl,Yes,Female,0,No,No,5,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,1.7950000000000002
0871-opbxw,No,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,39.25,0.6683333333333333
0871-uruwo,Yes,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,3.408333333333333
0872-caszj,No,Male,0,Yes,No,59,Yes,Yes,Dsl,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,2.3033333333333332
0872-jcpib,No,Male,0,No,No,17,Yes,Yes,Dsl,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,2.191666666666667
0872-nxjys,Yes,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,2.6516666666666664
0875-cabnr,Yes,Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,2.82
0876-wduuz,Yes,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,2.8466666666666667
